model_comparison_condition_key,agent_a_type,scenario_key,persona_key,speech_pattern_key,run_type,tts_engine,asr_engine,asr_beam_size,network_seed,agent_a_audio_persona,agent_b_audio_persona,speech_performance_band,model_param_key,objective_mode,iteration,transfer_tolerance,dialogue_stagnation_limit,model_count,completed_model_count,successful_model_count,model::Qwen2.5-0.5B-Instruct::condition_state,model::Qwen2.5-0.5B-Instruct::task_success,model::Qwen2.5-0.5B-Instruct::route_valid,model::Qwen2.5-0.5B-Instruct::constraint_satisfaction,model::Qwen2.5-0.5B-Instruct::word_error_rate,model::Qwen2.5-0.5B-Instruct::turn_count,model::Qwen2.5-0.5B-Instruct::failure_phase,model::Qwen2.5-0.5B-Instruct::source_run,model::SmolLM2-360M-Instruct::condition_state,model::SmolLM2-360M-Instruct::task_success,model::SmolLM2-360M-Instruct::route_valid,model::SmolLM2-360M-Instruct::constraint_satisfaction,model::SmolLM2-360M-Instruct::word_error_rate,model::SmolLM2-360M-Instruct::turn_count,model::SmolLM2-360M-Instruct::failure_phase,model::SmolLM2-360M-Instruct::source_run,model::TinyLlama-1.1B-Chat-v1.0::condition_state,model::TinyLlama-1.1B-Chat-v1.0::task_success,model::TinyLlama-1.1B-Chat-v1.0::route_valid,model::TinyLlama-1.1B-Chat-v1.0::constraint_satisfaction,model::TinyLlama-1.1B-Chat-v1.0::word_error_rate,model::TinyLlama-1.1B-Chat-v1.0::turn_count,model::TinyLlama-1.1B-Chat-v1.0::failure_phase,model::TinyLlama-1.1B-Chat-v1.0::source_run,model::gemma-2-2b-it::condition_state,model::gemma-2-2b-it::task_success,model::gemma-2-2b-it::route_valid,model::gemma-2-2b-it::constraint_satisfaction,model::gemma-2-2b-it::word_error_rate,model::gemma-2-2b-it::turn_count,model::gemma-2-2b-it::failure_phase,model::gemma-2-2b-it::source_run,model::Phi-3-mini-4k-instruct::condition_state,model::Phi-3-mini-4k-instruct::task_success,model::Phi-3-mini-4k-instruct::route_valid,model::Phi-3-mini-4k-instruct::constraint_satisfaction,model::Phi-3-mini-4k-instruct::word_error_rate,model::Phi-3-mini-4k-instruct::turn_count,model::Phi-3-mini-4k-instruct::failure_phase,model::Phi-3-mini-4k-instruct::source_run,model::Qwen2.5-1.5B-Instruct::condition_state,model::Qwen2.5-1.5B-Instruct::task_success,model::Qwen2.5-1.5B-Instruct::route_valid,model::Qwen2.5-1.5B-Instruct::constraint_satisfaction,model::Qwen2.5-1.5B-Instruct::word_error_rate,model::Qwen2.5-1.5B-Instruct::turn_count,model::Qwen2.5-1.5B-Instruct::failure_phase,model::Qwen2.5-1.5B-Instruct::source_run,model::Qwen3-4B-Instruct-2507::condition_state,model::Qwen3-4B-Instruct-2507::task_success,model::Qwen3-4B-Instruct-2507::route_valid,model::Qwen3-4B-Instruct-2507::constraint_satisfaction,model::Qwen3-4B-Instruct-2507::word_error_rate,model::Qwen3-4B-Instruct-2507::turn_count,model::Qwen3-4B-Instruct-2507::failure_phase,model::Qwen3-4B-Instruct-2507::source_run,model::Mistral-7B-Instruct-v0.3::condition_state,model::Mistral-7B-Instruct-v0.3::task_success,model::Mistral-7B-Instruct-v0.3::route_valid,model::Mistral-7B-Instruct-v0.3::constraint_satisfaction,model::Mistral-7B-Instruct-v0.3::word_error_rate,model::Mistral-7B-Instruct-v0.3::turn_count,model::Mistral-7B-Instruct-v0.3::failure_phase,model::Mistral-7B-Instruct-v0.3::source_run,model::Qwen2.5-7B-Instruct::condition_state,model::Qwen2.5-7B-Instruct::task_success,model::Qwen2.5-7B-Instruct::route_valid,model::Qwen2.5-7B-Instruct::constraint_satisfaction,model::Qwen2.5-7B-Instruct::word_error_rate,model::Qwen2.5-7B-Instruct::turn_count,model::Qwen2.5-7B-Instruct::failure_phase,model::Qwen2.5-7B-Instruct::source_run
MC-eae36de78e6e,userlm,airport_connection,focused_commuter,clean,text_only,piper,vosk,16,42,high_clarity_caller,high_clarity_operator,ceiling,temp0.7,shortest_valid_route_with_constraints,0,,,5,0,0,interrupted,,,,,,ValueError,20260710_223251_b-n0001,,,,,,,,,interrupted,,,,,,ValueError,20260711_011136_b-n0001,,,,,,,,,interrupted,,,,,,ValueError,20260711_191721_b-n0001,not_started,,,,,,,20260713_211657_b-n0001,,,,,,,,,,,,,,,,,not_started,,,,,,,20260713_211625_b-n0001
MC-eb1d4d5f91ae,userlm,crowded_event_exit,risk_averse_novice,severe_channel,audio_variant,piper,vosk,1,77,barely_understandable_caller,barely_understandable_operator,floor,nucleus0.9,shortest_valid_route_with_constraints,0,,,6,5,0,completed,False,False,,,9.0,,20260710_201933_b-n0001,,,,,,,,,completed,False,False,,,15.0,,20260710_235830_b-n0001,,,,,,,,,completed,False,False,,,9.0,,20260711_174516_b-n0001,completed,False,False,,,9.0,,20260713_053349_b-n0001,,,,,,,,,not_started,,,,,,,20260712_133629_b-n0001,completed,False,False,,,7.0,,20260713_081718_b-n0001
MC-eb3645bbf986,userlm,late_event,verbose_planner,hesitant,text_only,piper,faster_whisper,1,29,hesitant_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-eb8857b0dcbb,userlm,multi_destination_errands,multi_stop_errand_runner,clean,audio_variant,piper,faster_whisper,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,not_started,,,,,,,20260713_211922_b-n0001,,,,,,,,,not_started,,,,,,,20260713_211918_b-n0001,,,,,,,,,not_started,,,,,,,20260713_211049_b-n0001,not_started,,,,,,,20260713_211954_b-n0001,,,,,,,,,,,,,,,,,not_started,,,,,,,20260713_212032_b-n0001
MC-eecd62288a9a,userlm,midday_transfer,risk_averse_novice,mostly_clean,text_only,piper,faster_whisper,11,42,neutral_caller,clear_operator,nominal,greedy,shortest_valid_route_with_constraints,0,,,5,1,0,interrupted,,,,,,NameError,20260712_212340_b-n0001_02,,,,,,,,,interrupted,,,,,,NameError,20260712_204023_b-n0001,,,,,,,,,interrupted,,,,,,NameError,20260712_201748_b-n0001,completed,False,True,1.0,,11.0,,20260713_040917_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_181606_b-n0001
MC-f01a5092b6a7,userlm,midday_transfer,distracted_multitasker,clean,text_only,piper,faster_whisper,6,29,hesitant_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-f07c71fe285e,userlm,airport_connection,delay_sensitive_traveler,clean,audio_variant,piper,faster_whisper,1,42,high_clarity_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-f13f6ad0289a,userlm,morning_peak_cross_city,focused_commuter,clean,audio_variant,piper,vosk,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,6,3,1,completed,False,True,1.0,,20.0,,20260710_232430_b-n0001,,,,,,,,,completed,True,True,1.0,,13.0,,20260711_021015_b-n0001,,,,,,,,,completed,False,True,1.0,,20.0,,20260711_195556_b-n0001,not_started,,,,,,,20260713_142307_b-n0001,,,,,,,,,not_started,,,,,,,20260712_142145_b-n0001,not_started,,,,,,,20260713_142936_b-n0001
MC-f1e5a917b312,userlm,morning_peak_cross_city,accessibility_rider,clean,text_only,piper,faster_whisper,16,77,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,not_started,,,,,,,20260713_211139_b-n0001,,,,,,,,,not_started,,,,,,,20260713_211210_b-n0001,,,,,,,,,not_started,,,,,,,20260713_211217_b-n0001,not_started,,,,,,,20260713_211204_b-n0001,,,,,,,,,,,,,,,,,not_started,,,,,,,20260713_211219_b-n0001
MC-f46b0d0ab25d,tinyllama,morning_peak_cross_city,focused_commuter,hesitant,audio_variant,piper,vosk,6,42,degraded_caller,degraded_operator,challenging,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,,,,,,,,,,,,,,,,,not_started,,,,,,,20260707_165435_b-n0001,not_started,,,,,,,20260707_164503_b-n0001,not_started,,,,,,,20260707_164704_b-n0001,not_started,,,,,,,20260707_164101_b-n0001,not_started,,,,,,,20260707_164832_b-n0001,,,,,,,,,,,,,,,,
MC-f5b29e92e8a8,tinyllama,morning_peak_cross_city,focused_commuter,severe_channel,audio_variant,piper,vosk,1,42,barely_understandable_caller,barely_understandable_operator,floor,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,,,,,,,,,,,,,,,,,not_started,,,,,,,20260707_165704_b-n0001,not_started,,,,,,,20260707_164902_b-n0001,not_started,,,,,,,20260707_164932_b-n0001,not_started,,,,,,,20260707_164403_b-n0001,not_started,,,,,,,20260707_165103_b-n0001,,,,,,,,,,,,,,,,
MC-f675eef61f7f,userlm,morning_peak_cross_city,focused_commuter,severe_channel,text_only,piper,vosk,1,42,barely_understandable_caller,barely_understandable_operator,floor,greedy,shortest_valid_route_with_constraints,0,,,6,4,4,completed,True,True,1.0,,11.0,,20260710_210908_b-n0001,,,,,,,,,completed,True,True,1.0,,11.0,,20260711_005605_b-n0001,,,,,,,,,completed,True,True,1.0,,11.0,,20260711_184517_b-n0001,completed,True,True,1.0,,11.0,,20260713_061916_b-n0001,,,,,,,,,not_started,,,,,,,20260712_134231_b-n0001,interrupted,,,,,,NameError,20260712_174536_b-n0001
MC-f9e1fcea8478,userlm,morning_peak_cross_city,focused_commuter,mostly_clean,text_only,piper,faster_whisper,11,42,neutral_caller,clear_operator,nominal,nucleus0.9,shortest_valid_route_with_constraints,0,,,6,5,5,completed,True,True,1.0,,9.0,,20260710_202403_b-n0001,,,,,,,,,completed,True,True,1.0,,9.0,,20260711_000430_b-n0001,,,,,,,,,completed,True,True,1.0,,9.0,,20260711_174939_b-n0001,completed,True,True,1.0,,9.0,,20260713_053724_b-n0001,,,,,,,,,not_started,,,,,,,20260712_133800_b-n0001,completed,True,True,1.0,,9.0,,20260713_082026_b-n0001
MC-fa0268aa9e1d,userlm,morning_peak_cross_city,delay_sensitive_traveler,severe_channel,text_only,piper,vosk,1,42,barely_understandable_caller,barely_understandable_operator,floor,greedy,shortest_valid_route_with_constraints,0,,,6,4,4,completed,True,True,1.0,,11.0,,20260710_205137_b-n0001,,,,,,,,,completed,True,True,1.0,,11.0,,20260711_002202_b-n0001,,,,,,,,,completed,True,True,1.0,,11.0,,20260711_185518_b-n0001,completed,True,True,1.0,,11.0,,20260713_080256_b-n0001,,,,,,,,,not_started,,,,,,,20260712_135607_b-n0001,interrupted,,,,,,NameError,20260712_175944_b-n0001
